Feature,Importance
licitacoes_no_mes,0.00020169224296136124
cid10,0.0009695050025928202
ano,0.0017625314754803705
uf,0.004918577991228115
mes,0.0049760601708560784
preco_medio_mensal,0.0880256521141053
codigo_br,0.40527240799948744
quantidade_total,0.4938735730032886
